Datum;Bolag;Region;Antal annonser;Nya 14 dagar
2026-05-26;Randstad;Södermanlands län;4;4
2026-05-26;Randstad;Uppsala län;10;6
2026-05-26;Randstad;Värmlands län;2;2
2026-05-26;Randstad;Västernorrlands län;1;0
2026-05-26;Randstad;Västmanlands län;2;1
2026-05-26;Randstad;Västra Götalands län;47;22
2026-05-26;Randstad;Östergötlands län;22;5
2026-05-26;Academic Work;Blekinge län;1;1
2026-05-26;Academic Work;Dalarnas län;8;3
2026-05-26;Academic Work;Gävleborgs län;7;4
2026-05-26;Academic Work;Hallands län;1;1
2026-05-26;Academic Work;Jämtlands län;8;2
2026-05-26;Academic Work;Jönköpings län;5;1
2026-05-26;Academic Work;Kalmar län;1;0
2026-05-26;Academic Work;Kronobergs län;3;1
2026-05-26;Academic Work;Norrbottens län;9;4
2026-05-26;Academic Work;Skåne län;48;25
2026-05-26;Academic Work;Stockholms län;125;54
2026-05-26;Academic Work;Södermanlands län;1;0
2026-05-26;Academic Work;Uppsala län;12;4
2026-05-26;Academic Work;Värmlands län;15;4
2026-05-26;Academic Work;Västerbottens län;12;5
2026-05-26;Academic Work;Västernorrlands län;8;5
2026-05-26;Academic Work;Västmanlands län;8;3
2026-05-26;Academic Work;Västra Götalands län;38;19
2026-05-26;Academic Work;Örebro län;21;9
2026-05-26;Academic Work;Östergötlands län;32;10
2026-05-26;Studentconsulting;Blekinge län;3;2
2026-05-26;Studentconsulting;Dalarnas län;6;4
2026-05-26;Studentconsulting;Gävleborgs län;1;1
2026-05-26;Studentconsulting;Hallands län;6;1
2026-05-26;Studentconsulting;Jämtlands län;1;1
2026-05-26;Studentconsulting;Jönköpings län;8;3
2026-05-26;Studentconsulting;Kronobergs län;17;7
2026-05-26;Studentconsulting;Norrbottens län;33;17
2026-05-26;Studentconsulting;Skåne län;47;26
2026-05-26;Studentconsulting;Stockholms län;27;15
2026-05-26;Studentconsulting;Södermanlands län;5;4
2026-05-26;Studentconsulting;Uppsala län;2;0
2026-05-26;Studentconsulting;Värmlands län;2;1
2026-05-26;Studentconsulting;Västerbottens län;8;4
2026-05-26;Studentconsulting;Västernorrlands län;6;5
2026-05-26;Studentconsulting;Västmanlands län;13;4
2026-05-26;Studentconsulting;Västra Götalands län;39;23
2026-05-26;Studentconsulting;Örebro län;5;3
2026-05-26;Studentconsulting;Östergötlands län;24;8
2026-05-26;Poolia;Blekinge län;1;1
2026-05-26;Poolia;Dalarnas län;1;1
2026-05-26;Poolia;Gävleborgs län;1;1
2026-05-26;Poolia;Jämtlands län;1;0
2026-05-26;Poolia;Jönköpings län;1;0
2026-05-26;Poolia;Kalmar län;1;0
2026-05-26;Poolia;Norrbottens län;5;5
2026-05-26;Poolia;Skåne län;13;10
2026-05-26;Poolia;Stockholms län;20;15
2026-05-26;Poolia;Södermanlands län;1;1
2026-05-26;Poolia;Uppsala län;2;0
2026-05-26;Poolia;Västerbottens län;2;1
2026-05-26;Poolia;Västmanlands län;3;2
2026-05-26;Poolia;Västra Götalands län;8;8
2026-05-26;Poolia;Örebro län;1;0
2026-05-26;Poolia;Östergötlands län;15;13
2026-05-26;Uniflex;Blekinge län;3;2
2026-05-26;Uniflex;Gävleborgs län;2;2
2026-05-26;Uniflex;Hallands län;4;1
2026-05-26;Uniflex;Jämtlands län;2;0
2026-05-26;Uniflex;Jönköpings län;26;14
2026-05-26;Uniflex;Kalmar län;3;1
2026-05-26;Uniflex;Kronobergs län;6;0
2026-05-26;Uniflex;Skåne län;15;11
2026-05-26;Uniflex;Stockholms län;25;25
2026-05-26;Uniflex;Södermanlands län;2;1
2026-05-26;Uniflex;Uppsala län;1;1
2026-05-26;Uniflex;Värmlands län;4;3
2026-05-26;Uniflex;Västerbottens län;2;2
2026-05-26;Uniflex;Västernorrlands län;9;6
2026-05-26;Uniflex;Västmanlands län;4;3
2026-05-26;Uniflex;Västra Götalands län;31;12
2026-05-26;Uniflex;Örebro län;10;2
2026-05-26;Uniflex;Östergötlands län;15;2
2026-05-26;OnePartnerGroup;Blekinge län;1;0
2026-05-26;OnePartnerGroup;Gotlands län;1;1
2026-05-26;OnePartnerGroup;Gävleborgs län;11;3
2026-05-26;OnePartnerGroup;Hallands län;4;2
2026-05-26;OnePartnerGroup;Jämtlands län;13;2
2026-05-26;OnePartnerGroup;Jönköpings län;31;15
2026-05-26;OnePartnerGroup;Kalmar län;8;8
2026-05-26;OnePartnerGroup;Kronobergs län;13;7
2026-05-26;OnePartnerGroup;Norrbottens län;8;5
2026-05-26;OnePartnerGroup;Skåne län;7;5
2026-05-26;OnePartnerGroup;Stockholms län;14;9
2026-05-26;OnePartnerGroup;Södermanlands län;1;1
2026-05-26;OnePartnerGroup;Uppsala län;2;0
2026-05-26;OnePartnerGroup;Västerbottens län;8;5
2026-05-26;OnePartnerGroup;Västernorrlands län;11;6
2026-05-26;OnePartnerGroup;Västra Götalands län;30;15
2026-05-26;OnePartnerGroup;Östergötlands län;7;4
2026-05-26;Skill;Blekinge län;1;0
2026-05-26;Skill;Jönköpings län;2;0
2026-05-26;Skill;Kalmar län;2;1
2026-05-26;Skill;Stockholms län;1;1
2026-05-26;Skill;Västmanlands län;2;0
2026-05-26;Skill;Västra Götalands län;13;6
2026-05-26;Skill;Örebro län;1;0
2026-05-26;Skill;Östergötlands län;51;26
2026-05-26;Arena Personal;Blekinge län;1;1
2026-05-26;Arena Personal;Jämtlands län;1;1
2026-05-26;Arena Personal;Jönköpings län;2;2
2026-05-26;Arena Personal;Kronobergs län;1;1
2026-05-26;Arena Personal;Norrbottens län;2;1
2026-05-26;Arena Personal;Skåne län;9;7
2026-05-26;Arena Personal;Stockholms län;29;16
2026-05-26;Arena Personal;Södermanlands län;33;21
2026-05-26;Arena Personal;Uppsala län;2;0
2026-05-26;Arena Personal;Västerbottens län;1;1
2026-05-26;Arena Personal;Västernorrlands län;1;1
2026-05-26;Arena Personal;Västmanlands län;4;3
2026-05-26;Arena Personal;Västra Götalands län;8;1
2026-05-26;Arena Personal;Örebro län;6;5
2026-05-26;Arena Personal;Östergötlands län;5;3
2026-05-26;Tranpenad;Jönköpings län;3;3
2026-05-26;Tranpenad;Skåne län;1;1
2026-05-26;Tranpenad;Stockholms län;6;0
2026-05-26;Tranpenad;Södermanlands län;3;3
2026-05-26;Tranpenad;Uppsala län;5;1
2026-05-26;Tranpenad;Västra Götalands län;21;2
2026-05-26;Tranpenad;Östergötlands län;3;1
2026-05-26;Jobandtalent;Blekinge län;1;0
2026-05-26;Jobandtalent;Hallands län;11;6
2026-05-26;Jobandtalent;Jönköpings län;9;6
2026-05-26;Jobandtalent;Kalmar län;1;1
2026-05-26;Jobandtalent;Kronobergs län;2;0
2026-05-26;Jobandtalent;Norrbottens län;3;1
2026-05-26;Jobandtalent;Skåne län;15;11
2026-05-26;Jobandtalent;Stockholms län;12;7
2026-05-26;Jobandtalent;Södermanlands län;4;1
2026-05-26;Jobandtalent;Uppsala län;1;1
2026-05-26;Jobandtalent;Värmlands län;3;3
2026-05-26;Jobandtalent;Västerbottens län;3;1
2026-05-26;Jobandtalent;Västernorrlands län;3;3
2026-05-26;Jobandtalent;Västmanlands län;1;0
2026-05-26;Jobandtalent;Västra Götalands län;20;13
2026-05-26;Jobandtalent;Örebro län;3;2
2026-05-26;Jobandtalent;Östergötlands län;36;7
2026-05-26;NearYou;Hallands län;4;4
2026-05-26;NearYou;Jönköpings län;10;9
2026-05-26;NearYou;Kalmar län;5;2
2026-05-26;NearYou;Skåne län;1;1
2026-05-26;NearYou;Västra Götalands län;56;25
2026-05-26;NearYou;Örebro län;2;2
2026-05-26;SJR;Kronobergs län;1;0
2026-05-26;SJR;Skåne län;2;1
2026-05-26;SJR;Stockholms län;15;7
2026-05-26;SJR;Uppsala län;4;1
2026-05-26;SJR;Västra Götalands län;5;4
2026-05-26;Clockwork;Dalarnas län;18;9
2026-05-26;Clockwork;Gävleborgs län;7;6
2026-05-26;Clockwork;Stockholms län;8;7
2026-05-26;Clockwork;Södermanlands län;1;1
2026-05-26;Clockwork;Uppsala län;1;1
2026-05-26;Clockwork;Västerbottens län;3;2
2026-05-26;Clockwork;Västmanlands län;4;2
2026-05-26;Clockwork;Västra Götalands län;1;1
2026-05-26;Logent;Hallands län;4;0
2026-05-26;Logent;Skåne län;12;3
2026-05-26;Logent;Stockholms län;7;5
2026-05-26;Logent;Västra Götalands län;8;2
2026-05-26;Bemannia;Dalarnas län;1;1
2026-05-26;Bemannia;Gävleborgs län;1;1
2026-05-26;Bemannia;Hallands län;2;2
2026-05-26;Bemannia;Jämtlands län;2;2
2026-05-26;Bemannia;Jönköpings län;1;1
2026-05-26;Bemannia;Skåne län;1;1
2026-05-26;Bemannia;Stockholms län;19;11
2026-05-26;Bemannia;Södermanlands län;2;2
2026-05-26;Bemannia;Västernorrlands län;1;1
2026-05-26;Bemannia;Västra Götalands län;5;3
2026-05-26;Bemannia;Örebro län;1;1
2026-05-26;Framtiden i Sverige;Blekinge län;2;0
2026-05-26;Framtiden i Sverige;Dalarnas län;9;4
2026-05-26;Framtiden i Sverige;Gotlands län;2;2
2026-05-26;Framtiden i Sverige;Gävleborgs län;2;2
2026-05-26;Framtiden i Sverige;Hallands län;4;2
2026-05-26;Framtiden i Sverige;Jönköpings län;14;3
2026-05-26;Framtiden i Sverige;Kalmar län;4;0
2026-05-26;Framtiden i Sverige;Norrbottens län;3;2
2026-05-26;Framtiden i Sverige;Skåne län;8;3
2026-05-26;Framtiden i Sverige;Stockholms län;24;7
2026-05-26;Framtiden i Sverige;Södermanlands län;2;0
2026-05-26;Framtiden i Sverige;Uppsala län;3;1
2026-05-26;Framtiden i Sverige;Värmlands län;8;2
2026-05-26;Framtiden i Sverige;Västernorrlands län;1;1
2026-05-26;Framtiden i Sverige;Västmanlands län;3;1
2026-05-26;Framtiden i Sverige;Västra Götalands län;21;10
2026-05-26;Framtiden i Sverige;Örebro län;4;2
2026-05-26;Framtiden i Sverige;Östergötlands län;38;15
2026-05-26;Professionals Nord;Jämtlands län;1;0
2026-05-26;Professionals Nord;Norrbottens län;67;27
2026-05-26;Professionals Nord;Skåne län;3;2
2026-05-26;Professionals Nord;Stockholms län;16;11
2026-05-26;Professionals Nord;Södermanlands län;3;0
2026-05-26;Professionals Nord;Uppsala län;1;0
2026-05-26;Professionals Nord;Värmlands län;1;1
2026-05-26;Professionals Nord;Västerbottens län;11;3
2026-05-26;Professionals Nord;Västernorrlands län;10;1
2026-05-26;Professionals Nord;Västmanlands län;8;0
2026-05-26;Professionals Nord;Västra Götalands län;17;6
2026-05-26;Professionals Nord;Örebro län;6;4
2026-05-26;Professionals Nord;Östergötlands län;13;9
2026-05-26;Bravura;Gävleborgs län;2;1
2026-05-26;Bravura;Hallands län;1;0
2026-05-26;Bravura;Jämtlands län;1;1
2026-05-26;Bravura;Jönköpings län;10;5
2026-05-26;Bravura;Kalmar län;1;1
2026-05-26;Bravura;Kronobergs län;3;1
2026-05-26;Bravura;Norrbottens län;2;0
2026-05-26;Bravura;Skåne län;22;9
2026-05-26;Bravura;Stockholms län;60;19
2026-05-26;Bravura;Södermanlands län;2;0
2026-05-26;Bravura;Uppsala län;2;1
2026-05-26;Bravura;Värmlands län;1;1
2026-05-26;Bravura;Västerbottens län;1;1
2026-05-26;Bravura;Västernorrlands län;5;4
2026-05-26;Bravura;Västmanlands län;3;1
2026-05-26;Bravura;Västra Götalands län;20;11
2026-05-26;Bravura;Örebro län;1;0
2026-05-26;Bravura;Östergötlands län;9;4
2026-05-26;Jurek;Dalarnas län;1;1
2026-05-26;Jurek;Gävleborgs län;1;1
2026-05-26;Jurek;Jönköpings län;1;1
2026-05-26;Jurek;Skåne län;1;0
2026-05-26;Jurek;Stockholms län;19;8
2026-05-26;Jurek;Uppsala län;2;1
2026-05-26;Jurek;Västra Götalands län;9;2
2026-05-26;TNG Group;Kronobergs län;3;1
2026-05-26;TNG Group;Skåne län;6;1
2026-05-26;TNG Group;Stockholms län;29;17
2026-05-26;TNG Group;Södermanlands län;1;0
2026-05-26;TNG Group;Västmanlands län;1;0
2026-05-26;TNG Group;Västra Götalands län;8;4
2026-05-26;TNG Group;Örebro län;2;1
2026-05-26;TNG Group;Östergötlands län;1;0
2026-05-26;Eterni Sweden;Blekinge län;1;1
2026-05-26;Eterni Sweden;Hallands län;2;2
2026-05-26;Eterni Sweden;Jönköpings län;18;11
2026-05-26;Eterni Sweden;Kalmar län;9;3
2026-05-26;Eterni Sweden;Kronobergs län;21;20
2026-05-26;Eterni Sweden;Skåne län;8;6
2026-05-26;Eterni Sweden;Stockholms län;5;5
2026-05-26;Eterni Sweden;Värmlands län;8;5
2026-05-26;Eterni Sweden;Västmanlands län;1;1
2026-05-26;Eterni Sweden;Västra Götalands län;12;8
2026-05-26;Eterni Sweden;Östergötlands län;3;0
2026-05-26;Friday;Blekinge län;3;1
2026-05-26;Friday;Hallands län;2;1
2026-05-26;Friday;Jönköpings län;2;0
2026-05-26;Friday;Kronobergs län;3;1
2026-05-26;Friday;Skåne län;20;7
2026-05-26;Friday;Stockholms län;32;11
2026-05-26;Friday;Södermanlands län;1;0
2026-05-26;Friday;Västmanlands län;1;0
2026-05-26;Friday;Västra Götalands län;41;9
2026-05-26;Friday;Örebro län;4;1
2026-05-26;Friday;Östergötlands län;22;5
2026-05-26;Gazella;Stockholms län;3;2
2026-05-26;Insitepart;Jönköpings län;7;3
2026-05-26;Insitepart;Kalmar län;1;1
2026-05-26;Insitepart;Kronobergs län;1;1
2026-05-26;Insitepart;Skåne län;2;1
2026-05-26;Insitepart;Stockholms län;13;9
2026-05-26;Insitepart;Södermanlands län;1;0
2026-05-26;Insitepart;Uppsala län;1;1
2026-05-26;Insitepart;Västra Götalands län;2;2
2026-05-26;Insitepart;Örebro län;3;1
2026-05-26;Wikan Personal;Blekinge län;1;0
2026-05-26;Wikan Personal;Dalarnas län;2;1
2026-05-26;Wikan Personal;Gävleborgs län;9;7
2026-05-26;Wikan Personal;Jönköpings län;7;4
2026-05-26;Wikan Personal;Kalmar län;1;0
2026-05-26;Wikan Personal;Kronobergs län;7;6
2026-05-26;Wikan Personal;Norrbottens län;1;1
2026-05-26;Wikan Personal;Skåne län;30;22
2026-05-26;Wikan Personal;Västerbottens län;9;6
2026-05-26;Wikan Personal;Västernorrlands län;1;1
2026-05-26;Konsultia;Dalarnas län;2;1
2026-05-26;Konsultia;Gävleborgs län;4;4
2026-05-26;Konsultia;Jönköpings län;1;1
2026-05-26;Konsultia;Norrbottens län;15;6
2026-05-26;Konsultia;Skåne län;2;1
2026-05-26;Konsultia;Södermanlands län;2;2
2026-05-26;Konsultia;Västerbottens län;5;0
2026-05-26;Konsultia;Västernorrlands län;3;1
2026-05-26;Konsultia;Västra Götalands län;15;10
2026-05-26;Konsultia;Örebro län;2;0
2026-05-27;Manpower;Blekinge län;2;1
2026-05-27;Manpower;Dalarnas län;4;4
2026-05-27;Manpower;Gävleborgs län;1;0
2026-05-27;Manpower;Jämtlands län;1;1
2026-05-27;Manpower;Jönköpings län;3;2
2026-05-27;Manpower;Skåne län;6;4
2026-05-27;Manpower;Stockholms län;7;3
2026-05-27;Manpower;Södermanlands län;1;1
2026-05-27;Manpower;Uppsala län;1;1
2026-05-27;Manpower;Värmlands län;3;2
2026-05-27;Manpower;Västerbottens län;1;1
2026-05-27;Manpower;Västernorrlands län;3;0
2026-05-27;Manpower;Västmanlands län;3;2
2026-05-27;Manpower;Västra Götalands län;15;6
2026-05-27;Manpower;Östergötlands län;2;1
2026-05-27;Lernia;Blekinge län;6;2
2026-05-27;Lernia;Dalarnas län;1;1
2026-05-27;Lernia;Gävleborgs län;6;3
2026-05-27;Lernia;Hallands län;35;5
2026-05-27;Lernia;Jämtlands län;2;1
2026-05-27;Lernia;Jönköpings län;13;2
2026-05-27;Lernia;Kalmar län;10;4
2026-05-27;Lernia;Kronobergs län;4;4
2026-05-27;Lernia;Norrbottens län;5;3
2026-05-27;Lernia;Skåne län;13;8
2026-05-27;Lernia;Stockholms län;6;2
2026-05-27;Lernia;Södermanlands län;4;2
2026-05-27;Lernia;Uppsala län;7;1
2026-05-27;Lernia;Västerbottens län;4;2
2026-05-27;Lernia;Västmanlands län;3;1
2026-05-27;Lernia;Västra Götalands län;43;24
2026-05-27;Lernia;Örebro län;1;1
2026-05-27;Lernia;Östergötlands län;8;3
2026-05-27;Adecco;Blekinge län;1;1
2026-05-27;Adecco;Dalarnas län;4;0
2026-05-27;Adecco;Hallands län;9;4
2026-05-27;Adecco;Jönköpings län;12;7
2026-05-27;Adecco;Kalmar län;1;0
2026-05-27;Adecco;Kronobergs län;10;5
2026-05-27;Adecco;Norrbottens län;15;7
2026-05-27;Adecco;Skåne län;19;9
2026-05-27;Adecco;Stockholms län;26;24
2026-05-27;Adecco;Uppsala län;4;4
2026-05-27;Adecco;Värmlands län;7;3
2026-05-27;Adecco;Västerbottens län;5;1
2026-05-27;Adecco;Västernorrlands län;2;1
2026-05-27;Adecco;Västmanlands län;5;4
2026-05-27;Adecco;Västra Götalands län;25;17
2026-05-27;Adecco;Örebro län;1;0
2026-05-27;Adecco;Östergötlands län;8;3
2026-05-27;Perido;Dalarnas län;1;0
2026-05-27;Perido;Jönköpings län;1;0
2026-05-27;Perido;Stockholms län;16;11
2026-05-27;Perido;Västra Götalands län;9;8
2026-05-27;Perido;Östergötlands län;4;0
2026-05-27;Randstad;Gävleborgs län;3;2
2026-05-27;Randstad;Hallands län;1;0
2026-05-27;Randstad;Jönköpings län;14;3
2026-05-27;Randstad;Norrbottens län;4;1
2026-05-27;Randstad;Skåne län;9;5
2026-05-27;Randstad;Stockholms län;33;19
2026-05-27;Randstad;Södermanlands län;4;4
2026-05-27;Randstad;Uppsala län;10;6
2026-05-27;Randstad;Värmlands län;2;2
2026-05-27;Randstad;Västerbottens län;1;1
2026-05-27;Randstad;Västernorrlands län;1;0
2026-05-27;Randstad;Västmanlands län;3;2
2026-05-27;Randstad;Västra Götalands län;48;22
2026-05-27;Randstad;Östergötlands län;22;5
2026-05-27;Academic Work;Blekinge län;1;1
2026-05-27;Academic Work;Dalarnas län;8;3
2026-05-27;Academic Work;Gävleborgs län;7;3
2026-05-27;Academic Work;Hallands län;1;1
2026-05-27;Academic Work;Jämtlands län;8;2
2026-05-27;Academic Work;Jönköpings län;5;0
2026-05-27;Academic Work;Kalmar län;1;0
2026-05-27;Academic Work;Kronobergs län;3;1
2026-05-27;Academic Work;Norrbottens län;9;4
2026-05-27;Academic Work;Skåne län;50;24
2026-05-27;Academic Work;Stockholms län;122;53
2026-05-27;Academic Work;Södermanlands län;1;0
2026-05-27;Academic Work;Uppsala län;13;6
2026-05-27;Academic Work;Värmlands län;14;4
2026-05-27;Academic Work;Västerbottens län;13;5
2026-05-27;Academic Work;Västernorrlands län;9;4
2026-05-27;Academic Work;Västmanlands län;8;4
2026-05-27;Academic Work;Västra Götalands län;44;23
2026-05-27;Academic Work;Örebro län;24;12
2026-05-27;Academic Work;Östergötlands län;31;10
2026-05-27;Studentconsulting;Blekinge län;3;1
2026-05-27;Studentconsulting;Dalarnas län;6;4
2026-05-27;Studentconsulting;Gävleborgs län;1;1
2026-05-27;Studentconsulting;Hallands län;6;0
2026-05-27;Studentconsulting;Jämtlands län;1;1
2026-05-27;Studentconsulting;Jönköpings län;8;3
2026-05-27;Studentconsulting;Kronobergs län;16;6
2026-05-27;Studentconsulting;Norrbottens län;33;15
2026-05-27;Studentconsulting;Skåne län;51;29
2026-05-27;Studentconsulting;Stockholms län;30;18
2026-05-27;Studentconsulting;Södermanlands län;5;3
2026-05-27;Studentconsulting;Uppsala län;2;0
2026-05-27;Studentconsulting;Värmlands län;2;1
2026-05-27;Studentconsulting;Västerbottens län;8;4
2026-05-27;Studentconsulting;Västernorrlands län;6;5
2026-05-27;Studentconsulting;Västmanlands län;13;4
2026-05-27;Studentconsulting;Västra Götalands län;42;24
2026-05-27;Studentconsulting;Örebro län;5;3
2026-05-27;Studentconsulting;Östergötlands län;24;8
2026-05-27;Poolia;Blekinge län;1;1
2026-05-27;Poolia;Dalarnas län;2;2
2026-05-27;Poolia;Gävleborgs län;1;1
2026-05-27;Poolia;Jämtlands län;1;0
2026-05-27;Poolia;Jönköpings län;1;0
2026-05-27;Poolia;Kalmar län;1;0
2026-05-27;Poolia;Norrbottens län;5;5
2026-05-27;Poolia;Skåne län;14;8
2026-05-27;Poolia;Stockholms län;21;17
2026-05-27;Poolia;Södermanlands län;1;0
2026-05-27;Poolia;Uppsala län;2;0
2026-05-27;Poolia;Västerbottens län;2;1
2026-05-27;Poolia;Västmanlands län;3;2
2026-05-27;Poolia;Västra Götalands län;9;9
2026-05-27;Poolia;Örebro län;1;0
2026-05-27;Poolia;Östergötlands län;15;12
2026-05-27;Uniflex;Blekinge län;3;2
2026-05-27;Uniflex;Gävleborgs län;2;2
2026-05-27;Uniflex;Hallands län;4;1
2026-05-27;Uniflex;Jämtlands län;3;1
2026-05-27;Uniflex;Jönköpings län;26;12
2026-05-27;Uniflex;Kalmar län;3;1
2026-05-27;Uniflex;Kronobergs län;6;0
2026-05-27;Uniflex;Norrbottens län;1;1
2026-05-27;Uniflex;Skåne län;15;7
2026-05-27;Uniflex;Stockholms län;23;23
2026-05-27;Uniflex;Södermanlands län;2;1
2026-05-27;Uniflex;Uppsala län;1;0
2026-05-27;Uniflex;Värmlands län;7;6
2026-05-27;Uniflex;Västerbottens län;2;2
2026-05-27;Uniflex;Västernorrlands län;9;6
2026-05-27;Uniflex;Västmanlands län;4;3
2026-05-27;Uniflex;Västra Götalands län;32;12
2026-05-27;Uniflex;Örebro län;10;2
2026-05-27;Uniflex;Östergötlands län;15;2
2026-05-27;OnePartnerGroup;Blekinge län;1;0
2026-05-27;OnePartnerGroup;Gotlands län;1;1
2026-05-27;OnePartnerGroup;Gävleborgs län;12;4
2026-05-27;OnePartnerGroup;Hallands län;5;3
2026-05-27;OnePartnerGroup;Jämtlands län;13;2
2026-05-27;OnePartnerGroup;Jönköpings län;35;18
2026-05-27;OnePartnerGroup;Kalmar län;9;9
2026-05-27;OnePartnerGroup;Kronobergs län;13;7
2026-05-27;OnePartnerGroup;Norrbottens län;8;3
2026-05-27;OnePartnerGroup;Skåne län;8;6
2026-05-27;OnePartnerGroup;Stockholms län;14;9
2026-05-27;OnePartnerGroup;Södermanlands län;1;1
2026-05-27;OnePartnerGroup;Uppsala län;2;0
2026-05-27;OnePartnerGroup;Västerbottens län;8;4
2026-05-27;OnePartnerGroup;Västernorrlands län;14;8
2026-05-27;OnePartnerGroup;Västra Götalands län;31;14
2026-05-27;OnePartnerGroup;Östergötlands län;7;4
2026-05-27;Skill;Blekinge län;1;0
2026-05-27;Skill;Jönköpings län;1;0
2026-05-27;Skill;Kalmar län;2;1
2026-05-27;Skill;Stockholms län;1;1
2026-05-27;Skill;Uppsala län;1;1
2026-05-27;Skill;Västmanlands län;2;0
2026-05-27;Skill;Västra Götalands län;12;5
2026-05-27;Skill;Örebro län;1;0
2026-05-27;Skill;Östergötlands län;52;24
2026-05-27;Arena Personal;Blekinge län;1;1
2026-05-27;Arena Personal;Jämtlands län;1;1
2026-05-27;Arena Personal;Jönköpings län;2;2
2026-05-27;Arena Personal;Kronobergs län;1;1
2026-05-27;Arena Personal;Norrbottens län;2;1
2026-05-27;Arena Personal;Skåne län;9;7
2026-05-27;Arena Personal;Stockholms län;30;16
2026-05-27;Arena Personal;Södermanlands län;34;21
2026-05-27;Arena Personal;Uppsala län;2;0
2026-05-27;Arena Personal;Västerbottens län;1;1
2026-05-27;Arena Personal;Västernorrlands län;1;1
2026-05-27;Arena Personal;Västmanlands län;4;3
2026-05-27;Arena Personal;Västra Götalands län;9;2
2026-05-27;Arena Personal;Örebro län;6;5
2026-05-27;Arena Personal;Östergötlands län;5;3
2026-05-27;Tranpenad;Jönköpings län;3;3
2026-05-27;Tranpenad;Skåne län;1;1
2026-05-27;Tranpenad;Stockholms län;6;0
2026-05-27;Tranpenad;Södermanlands län;3;3
2026-05-27;Tranpenad;Uppsala län;5;1
2026-05-27;Tranpenad;Västra Götalands län;21;2
2026-05-27;Tranpenad;Östergötlands län;3;1
2026-05-27;Jobandtalent;Blekinge län;1;0
2026-05-27;Jobandtalent;Hallands län;11;6
2026-05-27;Jobandtalent;Jönköpings län;10;5
2026-05-27;Jobandtalent;Kalmar län;1;1
2026-05-27;Jobandtalent;Kronobergs län;1;0
2026-05-27;Jobandtalent;Norrbottens län;3;1
2026-05-27;Jobandtalent;Skåne län;15;9
2026-05-27;Jobandtalent;Stockholms län;14;9
2026-05-27;Jobandtalent;Södermanlands län;4;1
2026-05-27;Jobandtalent;Uppsala län;1;1
2026-05-27;Jobandtalent;Värmlands län;3;3
2026-05-27;Jobandtalent;Västerbottens län;3;0
2026-05-27;Jobandtalent;Västernorrlands län;3;2
2026-05-27;Jobandtalent;Västmanlands län;1;0
2026-05-27;Jobandtalent;Västra Götalands län;19;12
2026-05-27;Jobandtalent;Örebro län;1;1
2026-05-27;Jobandtalent;Östergötlands län;33;6
2026-05-27;NearYou;Hallands län;4;4
2026-05-27;NearYou;Jönköpings län;9;8
2026-05-27;NearYou;Kalmar län;6;3
2026-05-27;NearYou;Skåne län;1;1
2026-05-27;NearYou;Västra Götalands län;61;30
2026-05-27;NearYou;Örebro län;2;2
2026-05-27;SJR;Dalarnas län;1;1
2026-05-27;SJR;Kronobergs län;1;0
2026-05-27;SJR;Skåne län;2;1
2026-05-27;SJR;Stockholms län;14;7
2026-05-27;SJR;Uppsala län;4;1
2026-05-27;SJR;Västra Götalands län;5;4
2026-05-27;Clockwork;Dalarnas län;20;9
2026-05-27;Clockwork;Gävleborgs län;8;7
2026-05-27;Clockwork;Stockholms län;7;6
2026-05-27;Clockwork;Södermanlands län;1;1
2026-05-27;Clockwork;Uppsala län;1;1
2026-05-27;Clockwork;Västerbottens län;3;2
2026-05-27;Clockwork;Västmanlands län;5;3
2026-05-27;Clockwork;Västra Götalands län;1;0
2026-05-27;Logent;Hallands län;5;1
2026-05-27;Logent;Skåne län;12;4
2026-05-27;Logent;Stockholms län;6;4
2026-05-27;Logent;Västra Götalands län;8;1
2026-05-27;Bemannia;Dalarnas län;1;1
2026-05-27;Bemannia;Gävleborgs län;1;1
2026-05-27;Bemannia;Hallands län;2;2
2026-05-27;Bemannia;Jämtlands län;1;1
2026-05-27;Bemannia;Jönköpings län;1;1
2026-05-27;Bemannia;Skåne län;1;1
2026-05-27;Bemannia;Stockholms län;18;10
2026-05-27;Bemannia;Södermanlands län;2;2
2026-05-27;Bemannia;Västernorrlands län;1;1
2026-05-27;Bemannia;Västra Götalands län;5;2
2026-05-27;Bemannia;Örebro län;1;1
2026-05-27;Framtiden i Sverige;Blekinge län;2;0
2026-05-27;Framtiden i Sverige;Dalarnas län;9;4
2026-05-27;Framtiden i Sverige;Gotlands län;2;1
2026-05-27;Framtiden i Sverige;Gävleborgs län;2;2
2026-05-27;Framtiden i Sverige;Hallands län;4;1
2026-05-27;Framtiden i Sverige;Jönköpings län;14;3
2026-05-27;Framtiden i Sverige;Kalmar län;4;0
2026-05-27;Framtiden i Sverige;Norrbottens län;3;1
2026-05-27;Framtiden i Sverige;Skåne län;8;3
2026-05-27;Framtiden i Sverige;Stockholms län;26;9
2026-05-27;Framtiden i Sverige;Södermanlands län;2;0
2026-05-27;Framtiden i Sverige;Uppsala län;3;1
2026-05-27;Framtiden i Sverige;Värmlands län;8;2
2026-05-27;Framtiden i Sverige;Västernorrlands län;2;2
2026-05-27;Framtiden i Sverige;Västmanlands län;3;1
2026-05-27;Framtiden i Sverige;Västra Götalands län;22;11
2026-05-27;Framtiden i Sverige;Örebro län;2;1
