Datum;Bolag;Antal annonser;Antal tjanster;Nya annonser 30d;Nya tjanster 30d;Nya annonser 14d;Nya tjanster 14d;Nya annonser 7d;Nya tjanster 7d;Aktivitetstakt % (14d);% heltid;% tills vidare;% lang;% kort;% erfarenhet kravs;Top 3 regioner (totalt);Top 3 regioner (14 dagar);Top 3 yrkesomraden;Top 5 yrkesgrupper
2026-06-29;TNG Group;38;38;35;35;18;18;13;13;47.4;94.7;89.5;0.0;7.9;100.0;Stockholms län (22) | Västra Götalands län (6) | Örebro län (4);Stockholms län (9) | Västra Götalands län (5) | Örebro län (2);Data/IT (12) | Försäljning, inköp, marknadsföring (10) | Administration, ekonomi, juridik (6);Mjukvaru- och systemutvecklare m.fl. (9) | Företagssäljare (7) | Ingenjörer och tekniker inom bygg och anläggning (3) | Inköpare och upphandlare (3) | Kundtjänstpersonal (2)
2026-06-29;Eterni Sweden;71;117;70;116;36;59;23;39;50.7;94.4;100.0;0.0;0.0;100.0;Kronobergs län (16) | Västra Götalands län (14) | Skåne län (13);Kronobergs län (8) | Skåne län (8) | Västra Götalands län (6);Industriell tillverkning (31) | Administration, ekonomi, juridik (9) | Transport, distribution, lager (8);Montörer, metall-, gummi- och plastprodukter (10) | Maskinställare och maskinoperatörer, metallarbete (9) | Lednings- och organisationsutvecklare (6) | Truckförare (6) | Montörer, elektrisk och elektronisk utrustning (4)
2026-06-29;Friday;134;136;81;81;45;45;23;23;33.6;100.0;97.0;0.0;3.0;100.0;Västra Götalands län (43) | Stockholms län (28) | Östergötlands län (23);Stockholms län (13) | Västra Götalands län (12) | Skåne län (7);Yrken med teknisk inriktning (66) | Data/IT (39) | Bygg och anläggning (7);Ingenjörer och tekniker inom maskinteknik (24) | Mjukvaru- och systemutvecklare m.fl. (22) | Civilingenjörsyrken inom maskinteknik (13) | Ingenjörer och tekniker inom elektroteknik (10) | Ingenjörer och tekniker inom bygg och anläggning (7)
2026-06-29;Gazella;5;5;4;4;0;0;0;0;0.0;100.0;80.0;0.0;20.0;100.0;Stockholms län (5);;Administration, ekonomi, juridik (4) | Chefer och verksamhetsledare (1);Controller (2) | Redovisningsekonomer (2) | Ekonomi- och finanschefer (1)
2026-06-29;Insitepart;14;18;8;8;7;7;5;5;50.0;42.9;7.1;0.0;35.7;100.0;Stockholms län (7) | Örebro län (2) | Jönköpings län (2);Stockholms län (4) | Västra Götalands län (1) | Kronobergs län (1);Transport, distribution, lager (13) | Yrken med teknisk inriktning (1);Lager- och terminalpersonal (11) | Truckförare (2) | Ingenjörer och tekniker inom maskinteknik (1)
2026-06-29;Wikan Personal;62;73;60;71;48;50;37;39;77.4;96.8;41.9;0.0;56.5;100.0;Skåne län (20) | Kronobergs län (17) | Jönköpings län (9);Kronobergs län (17) | Skåne län (11) | Jönköpings län (7);Industriell tillverkning (34) | Transport, distribution, lager (8) | Bygg och anläggning (7);Maskinställare och maskinoperatörer, metallarbete (12) | Montörer, metall-, gummi- och plastprodukter (8) | Lager- och terminalpersonal (4) | Lastbilsförare m.fl. (3) | Montörer, träprodukter (2)
2026-06-29;Konsultia;46;96;44;94;33;73;22;48;71.7;97.8;17.4;0.0;80.4;100.0;Norrbottens län (21) | Västra Götalands län (9) | Västerbottens län (7);Norrbottens län (15) | Västra Götalands län (8) | Västerbottens län (5);Industriell tillverkning (17) | Transport, distribution, lager (10) | Installation, drift, underhåll (8);Maskinställare och maskinoperatörer, metallarbete (7) | Montörer, elektrisk och elektronisk utrustning (4) | Lastbilsförare m.fl. (3) | Lager- och terminalpersonal (3) | Underhållsmekaniker och maskinreparatörer (3)
2026-06-30;Manpower;51;219;49;215;30;130;17;60;58.8;62.7;17.6;0.0;47.1;100.0;Västra Götalands län (17) | Skåne län (6) | Västmanlands län (6);Västra Götalands län (13) | Skåne län (4) | Stockholms län (3);Industriell tillverkning (17) | Transport, distribution, lager (11) | Administration, ekonomi, juridik (9);Lager- och terminalpersonal (4) | Truckförare (4) | Kundtjänstpersonal (3) | Maskinställare och maskinoperatörer, metallarbete (3) | Företagssäljare (3)
2026-06-30;Lernia;178;200;126;126;98;98;34;34;55.1;88.8;16.9;0.0;73.0;100.0;Västra Götalands län (52) | Hallands län (26) | Jönköpings län (21);Västra Götalands län (28) | Hallands län (14) | Jönköpings län (12);Industriell tillverkning (65) | Transport, distribution, lager (34) | Installation, drift, underhåll (28);Maskinställare och maskinoperatörer, metallarbete (21) | Truckförare (19) | Underhållsmekaniker och maskinreparatörer (15) | Lager- och terminalpersonal (11) | Betongarbetare (9)
2026-06-30;Adecco;149;271;144;253;72;136;55;100;48.3;84.6;28.9;0.0;59.7;100.0;Västra Götalands län (36) | Stockholms län (19) | Skåne län (17);Västra Götalands län (16) | Stockholms län (15) | Uppsala län (8);Yrken med teknisk inriktning (33) | Industriell tillverkning (32) | Administration, ekonomi, juridik (24);Ingenjörer och tekniker inom maskinteknik (17) | Inköpare och upphandlare (7) | Övriga kontorsassistenter och sekreterare (7) | Ingenjörer och tekniker inom bygg och anläggning (6) | Fordonsmontörer (6)
2026-06-30;Perido;19;19;19;19;10;10;7;7;52.6;89.5;26.3;0.0;73.7;100.0;Västra Götalands län (7) | Stockholms län (4) | Östergötlands län (4);Västra Götalands län (4) | Östergötlands län (2) | Stockholms län (1);Försäljning, inköp, marknadsföring (5) | Administration, ekonomi, juridik (5) | Data/IT (4);Företagssäljare (2) | Inköpare och upphandlare (2) | Ingenjörer och tekniker inom maskinteknik (2) | Supporttekniker, IT (1) | Personal- och HR-specialister (1)
2026-06-30;Randstad;182;340;127;209;83;132;60;82;45.6;98.9;35.2;0.0;64.3;100.0;Västra Götalands län (56) | Östergötlands län (30) | Stockholms län (28);Västra Götalands län (21) | Stockholms län (15) | Gävleborgs län (9);Yrken med teknisk inriktning (29) | Installation, drift, underhåll (27) | Administration, ekonomi, juridik (25);Underhållsmekaniker och maskinreparatörer (14) | Maskinställare och maskinoperatörer, metallarbete (13) | Civilingenjörsyrken inom maskinteknik (12) | Företagssäljare (9) | Lager- och terminalpersonal (8)
2026-06-30;Academic Work;348;348;255;255;130;130;84;84;37.4;88.2;11.2;0.0;88.8;100.0;Stockholms län (112) | Skåne län (49) | Västra Götalands län (40);Stockholms län (42) | Västra Götalands län (13) | Norrbottens län (13);Administration, ekonomi, juridik (78) | Data/IT (76) | Yrken med teknisk inriktning (61);Mjukvaru- och systemutvecklare m.fl. (34) | Företagssäljare (15) | Ingenjörer och tekniker inom elektroteknik (15) | Övriga kontorsassistenter och sekreterare (14) | Ingenjörer och tekniker inom maskinteknik (14)
2026-06-30;Studentconsulting;172;587;149;523;86;228;54;155;50.0;69.8;0.0;0.0;100.0;100.0;Skåne län (32) | Västra Götalands län (27) | Östergötlands län (22);Skåne län (18) | Västra Götalands län (16) | Västerbottens län (9);Transport, distribution, lager (78) | Administration, ekonomi, juridik (30) | Försäljning, inköp, marknadsföring (22);Lager- och terminalpersonal (31) | Lastbilsförare m.fl. (23) | Truckförare (14) | Telefonförsäljare m.fl. (9) | Kundtjänstpersonal (9)
2026-06-30;Poolia;72;75;68;71;49;50;29;30;68.1;55.6;37.5;0.0;19.4;100.0;Östergötlands län (18) | Stockholms län (11) | Skåne län (9);Stockholms län (10) | Östergötlands län (10) | Skåne län (5);Administration, ekonomi, juridik (25) | Försäljning, inköp, marknadsföring (14) | Chefer och verksamhetsledare (10);Inköpare och upphandlare (7) | Personal- och HR-specialister (5) | Controller (5) | Ekonomiassistenter m.fl. (4) | Systemförvaltare m.fl. (4)
2026-06-30;Uniflex;142;200;106;114;66;68;30;31;46.5;89.4;19.7;0.0;73.9;100.0;Jönköpings län (34) | Västra Götalands län (30) | Stockholms län (14);Västra Götalands län (17) | Jönköpings län (11) | Stockholms län (7);Industriell tillverkning (56) | Transport, distribution, lager (38) | Installation, drift, underhåll (14);Lager- och terminalpersonal (25) | Truckförare (10) | Maskinställare och maskinoperatörer, metallarbete (9) | Montörer, metall-, gummi- och plastprodukter (8) | Motorfordonsmekaniker och fordonsreparatörer (7)
2026-06-30;OnePartnerGroup;141;212;128;196;87;135;50;83;61.7;92.9;87.9;0.0;11.3;100.0;Jönköpings län (28) | Västra Götalands län (23) | Kronobergs län (16);Västra Götalands län (17) | Jönköpings län (9) | Kronobergs län (8);Industriell tillverkning (39) | Försäljning, inköp, marknadsföring (26) | Transport, distribution, lager (18);Företagssäljare (21) | Lager- och terminalpersonal (8) | Underhållsmekaniker och maskinreparatörer (7) | Maskinställare och maskinoperatörer, metallarbete (6) | Montörer, elektrisk och elektronisk utrustning (5)
2026-06-30;Skill;52;59;48;52;39;43;22;22;75.0;92.3;55.8;0.0;36.5;100.0;Östergötlands län (27) | Västra Götalands län (16) | Jönköpings län (4);Östergötlands län (21) | Västra Götalands län (13) | Jönköpings län (4);Yrken med teknisk inriktning (19) | Industriell tillverkning (13) | Administration, ekonomi, juridik (5);Ingenjörer och tekniker inom maskinteknik (9) | Civilingenjörsyrken inom maskinteknik (5) | Maskinställare och maskinoperatörer, metallarbete (4) | Svetsare och gasskärare (3) | Systemanalytiker och IT-arkitekter m.fl. (3)
2026-06-30;Arena Personal;74;74;42;42;23;23;19;19;31.1;64.9;12.2;0.0;52.7;100.0;Södermanlands län (21) | Stockholms län (20) | Västra Götalands län (9);Södermanlands län (7) | Stockholms län (3) | Västernorrlands län (2);Transport, distribution, lager (53) | Administration, ekonomi, juridik (5) | Industriell tillverkning (4);Lastbilsförare m.fl. (35) | Lager- och terminalpersonal (10) | Truckförare (6) | Fastighetsskötare (3) | Övriga bil-, motorcykel- och cykelförare (2)
2026-06-30;Tranpenad;32;40;9;9;4;4;3;3;12.5;84.4;46.9;0.0;40.6;100.0;Västra Götalands län (18) | Stockholms län (5) | Uppsala län (4);Västra Götalands län (4);Transport, distribution, lager (23) | Yrken med teknisk inriktning (3) | Chefer och verksamhetsledare (2);Lager- och terminalpersonal (16) | Truckförare (6) | Maskinställare och maskinoperatörer, metallarbete (2) | Ingenjörer och tekniker inom maskinteknik (2) | Övriga administrations- och servicechefer (1)
2026-06-30;Jobandtalent;97;112;60;60;28;28;17;17;28.9;75.3;18.6;0.0;60.8;100.0;Östergötlands län (37) | Stockholms län (21) | Västra Götalands län (10);Stockholms län (8) | Västra Götalands län (6) | Skåne län (5);Transport, distribution, lager (44) | Industriell tillverkning (15) | Installation, drift, underhåll (10);Lastbilsförare m.fl. (28) | Lager- och terminalpersonal (10) | Truckförare (5) | Ingenjörer och tekniker inom industri, logistik och produktionsplanering (3) | Fastighetsskötare (3)
2026-06-30;NearYou;64;87;54;71;35;43;23;27;54.7;90.6;53.1;0.0;39.1;100.0;Västra Götalands län (46) | Hallands län (5) | Jönköpings län (4);Västra Götalands län (25) | Hallands län (5) | Jönköpings län (2);Industriell tillverkning (26) | Transport, distribution, lager (7) | Installation, drift, underhåll (5);Maskinställare och maskinoperatörer, metallarbete (9) | Montörer, elektrisk och elektronisk utrustning (6) | Truckförare (3) | Mjukvaru- och systemutvecklare m.fl. (3) | Övriga maskin- och processoperatörer vid stål- och metallverk (2)
2026-06-30;SJR;25;25;25;25;16;16;12;12;64.0;28.0;16.0;0.0;12.0;100.0;Stockholms län (15) | Västra Götalands län (3) | Skåne län (3);Stockholms län (10) | Västra Götalands län (3) | Skåne län (2);Administration, ekonomi, juridik (20) | Data/IT (2) | Försäljning, inköp, marknadsföring (2);Redovisningsekonomer (9) | Ekonomiassistenter m.fl. (5) | Personal- och HR-specialister (1) | Löne- och personaladministratörer (1) | Socialförsäkringshandläggare (1)
2026-06-30;Clockwork;55;76;53;72;39;56;21;34;70.9;76.4;50.9;0.0;38.2;100.0;Stockholms län (10) | Dalarnas län (8) | Västerbottens län (7);Stockholms län (8) | Gävleborgs län (7) | Västerbottens län (6);Pedagogik (11) | Yrken med teknisk inriktning (8) | Bygg och anläggning (8);Inköpare och upphandlare (4) | Grundskollärare (4) | Lärare i yrkesämnen (4) | Grovarbetare inom bygg och anläggning (3) | Montörer, metall-, gummi- och plastprodukter (3)
2026-06-30;Logent;32;43;19;19;9;9;5;5;28.1;78.1;25.0;0.0;53.1;100.0;Skåne län (11) | Västra Götalands län (6) | Stockholms län (6);Skåne län (5) | Stockholms län (2) | Östergötlands län (1);Transport, distribution, lager (18) | Industriell tillverkning (5) | Försäljning, inköp, marknadsföring (4);Lager- och terminalpersonal (12) | Övriga bil-, motorcykel- och cykelförare (4) | Systemförvaltare m.fl. (2) | Ordersamordnare m.fl. (2) | Speditörer och transportmäklare (2)
2026-06-30;Bemannia;36;36;31;31;19;19;16;16;52.8;36.1;5.6;0.0;30.6;100.0;Stockholms län (14) | Västra Götalands län (7) | Dalarnas län (7);Stockholms län (8) | Västra Götalands län (4) | Västmanlands län (2);Administration, ekonomi, juridik (9) | Pedagogik (9) | Chefer och verksamhetsledare (4);Personal- och HR-specialister (4) | Barnskötare (3) | Grundskollärare (3) | Telefonister (2) | Övriga montörer (2)
2026-06-30;Framtiden i Sverige;113;113;83;83;31;31;22;22;27.4;100.0;100.0;0.0;0.0;100.0;Östergötlands län (20) | Stockholms län (18) | Jönköpings län (16);Skåne län (8) | Jönköpings län (7) | Stockholms län (4);Yrken med teknisk inriktning (45) | Data/IT (24) | Försäljning, inköp, marknadsföring (10);Ingenjörer och tekniker inom maskinteknik (14) | Ingenjörer och tekniker inom elektroteknik (9) | Mjukvaru- och systemutvecklare m.fl. (9) | Företagssäljare (7) | Systemadministratörer (6)
2026-06-30;Professionals Nord;181;202;139;160;88;96;47;54;48.6;95.6;91.2;0.0;8.3;100.0;Norrbottens län (61) | Västra Götalands län (27) | Östergötlands län (17);Norrbottens län (29) | Västra Götalands län (18) | Östergötlands län (9);Installation, drift, underhåll (37) | Bygg och anläggning (36) | Yrken med teknisk inriktning (35);Civilingenjörsyrken inom maskinteknik (11) | Underhållsmekaniker och maskinreparatörer (10) | Företagssäljare (10) | VVS-montörer m.fl. (10) | Civilingenjörsyrken inom elektroteknik (9)
2026-06-30;Bravura;139;139;85;85;40;40;25;25;28.8;88.5;68.3;0.0;20.9;100.0;Stockholms län (63) | Skåne län (21) | Västra Götalands län (13);Stockholms län (16) | Skåne län (8) | Västra Götalands län (5);Administration, ekonomi, juridik (34) | Data/IT (25) | Försäljning, inköp, marknadsföring (19);Kundtjänstpersonal (20) | Mjukvaru- och systemutvecklare m.fl. (13) | Företagssäljare (9) | Transportledare och transportsamordnare (9) | Civilingenjörsyrken inom logistik och produktionsplanering (6)
2026-06-30;Jurek;31;31;28;28;16;16;7;7;51.6;58.1;16.1;0.0;51.6;100.0;Stockholms län (14) | Västra Götalands län (7) | Östergötlands län (5);Stockholms län (5) | Västra Götalands län (4) | Östergötlands län (3);Administration, ekonomi, juridik (21) | Chefer och verksamhetsledare (5) | Kultur, media, design (2);Personal- och HR-specialister (4) | Övriga kontorsassistenter och sekreterare (4) | Ekonomi- och finanschefer (3) | Ekonomiassistenter m.fl. (3) | Kundtjänstpersonal (2)
2026-06-30;TNG Group;42;42;39;39;23;23;17;17;54.8;92.9;88.1;0.0;7.1;100.0;Stockholms län (22) | Örebro län (8) | Västra Götalands län (6);Stockholms län (10) | Örebro län (6) | Västra Götalands län (5);Data/IT (12) | Försäljning, inköp, marknadsföring (11) | Administration, ekonomi, juridik (6);Mjukvaru- och systemutvecklare m.fl. (9) | Företagssäljare (8) | Maskinställare och maskinoperatörer, metallarbete (3) | Ingenjörer och tekniker inom bygg och anläggning (3) | Inköpare och upphandlare (3)
2026-06-30;Eterni Sweden;72;121;71;120;37;59;26;45;51.4;94.4;100.0;0.0;0.0;100.0;Kronobergs län (17) | Skåne län (14) | Västra Götalands län (12);Kronobergs län (10) | Skåne län (8) | Jönköpings län (5);Industriell tillverkning (32) | Transport, distribution, lager (9) | Administration, ekonomi, juridik (9);Montörer, metall-, gummi- och plastprodukter (10) | Maskinställare och maskinoperatörer, metallarbete (9) | Lednings- och organisationsutvecklare (6) | Truckförare (6) | Montörer, elektrisk och elektronisk utrustning (4)
2026-06-30;Friday;131;133;79;79;41;41;22;22;31.3;100.0;98.5;0.0;1.5;100.0;Västra Götalands län (43) | Stockholms län (27) | Östergötlands län (23);Stockholms län (12) | Västra Götalands län (9) | Skåne län (8);Yrken med teknisk inriktning (65) | Data/IT (36) | Bygg och anläggning (8);Ingenjörer och tekniker inom maskinteknik (23) | Mjukvaru- och systemutvecklare m.fl. (21) | Civilingenjörsyrken inom maskinteknik (13) | Ingenjörer och tekniker inom elektroteknik (10) | Ingenjörer och tekniker inom bygg och anläggning (8)
2026-06-30;Gazella;4;4;3;3;0;0;0;0;0.0;100.0;75.0;0.0;25.0;100.0;Stockholms län (4);;Administration, ekonomi, juridik (3) | Chefer och verksamhetsledare (1);Redovisningsekonomer (2) | Controller (1) | Ekonomi- och finanschefer (1)
2026-06-30;Insitepart;14;18;8;8;6;6;5;5;42.9;42.9;7.1;0.0;35.7;100.0;Stockholms län (7) | Örebro län (2) | Jönköpings län (2);Stockholms län (4) | Västra Götalands län (1) | Kronobergs län (1);Transport, distribution, lager (13) | Yrken med teknisk inriktning (1);Lager- och terminalpersonal (11) | Truckförare (2) | Ingenjörer och tekniker inom maskinteknik (1)
2026-06-30;Wikan Personal;68;81;66;79;53;57;41;45;77.9;97.1;45.6;0.0;52.9;100.0;Skåne län (23) | Kronobergs län (17) | Jönköpings län (11);Kronobergs län (17) | Skåne län (13) | Jönköpings län (9);Industriell tillverkning (35) | Bygg och anläggning (8) | Transport, distribution, lager (8);Maskinställare och maskinoperatörer, metallarbete (11) | Montörer, metall-, gummi- och plastprodukter (10) | Lager- och terminalpersonal (4) | Träarbetare, snickare m.fl. (3) | Lastbilsförare m.fl. (3)
2026-06-30;Konsultia;50;117;48;115;31;80;20;52;62.0;96.0;16.0;0.0;80.0;100.0;Norrbottens län (21) | Västra Götalands län (9) | Västerbottens län (7);Norrbottens län (9) | Västra Götalands län (8) | Västerbottens län (5);Industriell tillverkning (19) | Transport, distribution, lager (12) | Installation, drift, underhåll (8);Maskinställare och maskinoperatörer, metallarbete (7) | Lager- och terminalpersonal (5) | Montörer, elektrisk och elektronisk utrustning (4) | Lastbilsförare m.fl. (3) | Underhållsmekaniker och maskinreparatörer (3)
2026-07-01;Manpower;43;162;41;158;29;108;16;59;67.4;60.5;18.6;0.0;44.2;100.0;Västra Götalands län (14) | Skåne län (6) | Västmanlands län (4);Västra Götalands län (13) | Stockholms län (3) | Skåne län (3);Industriell tillverkning (14) | Transport, distribution, lager (9) | Administration, ekonomi, juridik (8);Maskinställare och maskinoperatörer, metallarbete (4) | Truckförare (4) | Kundtjänstpersonal (3) | Lastbilsförare m.fl. (3) | Maskinoperatörer, ytbehandling (2)
2026-07-01;Lernia;163;185;118;118;49;49;30;30;30.1;89.0;16.6;0.0;73.6;100.0;Västra Götalands län (50) | Hallands län (27) | Jönköpings län (14);Västra Götalands län (12) | Hallands län (11) | Skåne län (7);Industriell tillverkning (60) | Transport, distribution, lager (33) | Installation, drift, underhåll (25);Truckförare (20) | Maskinställare och maskinoperatörer, metallarbete (19) | Underhållsmekaniker och maskinreparatörer (14) | Lager- och terminalpersonal (9) | Montörer, metall-, gummi- och plastprodukter (8)
2026-07-01;Adecco;151;271;148;255;78;144;53;86;51.7;84.8;29.8;0.0;58.9;100.0;Västra Götalands län (34) | Stockholms län (20) | Skåne län (17);Västra Götalands län (16) | Stockholms län (16) | Uppsala län (9);Industriell tillverkning (33) | Yrken med teknisk inriktning (32) | Administration, ekonomi, juridik (26);Ingenjörer och tekniker inom maskinteknik (17) | Övriga kontorsassistenter och sekreterare (7) | Inköpare och upphandlare (7) | Truckförare (6) | Fordonsmontörer (6)
2026-07-01;Perido;19;19;19;19;9;9;6;6;47.4;94.7;21.1;0.0;78.9;100.0;Västra Götalands län (7) | Östergötlands län (5) | Stockholms län (3);Västra Götalands län (3) | Östergötlands län (2) | Stockholms län (1);Försäljning, inköp, marknadsföring (5) | Administration, ekonomi, juridik (5) | Data/IT (4);Företagssäljare (2) | Löne- och personaladministratörer (2) | Inköpare och upphandlare (2) | Ingenjörer och tekniker inom maskinteknik (2) | Supporttekniker, IT (1)
2026-07-01;Randstad;162;300;117;190;81;114;50;69;50.0;99.4;34.6;0.0;65.4;100.0;Västra Götalands län (52) | Östergötlands län (27) | Stockholms län (23);Västra Götalands län (21) | Stockholms län (13) | Gävleborgs län (10);Yrken med teknisk inriktning (29) | Installation, drift, underhåll (22) | Administration, ekonomi, juridik (20);Underhållsmekaniker och maskinreparatörer (12) | Civilingenjörsyrken inom maskinteknik (11) | Företagssäljare (9) | Maskinställare och maskinoperatörer, metallarbete (9) | Lager- och terminalpersonal (7)
2026-07-01;Academic Work;352;352;260;260;127;127;83;83;36.1;88.6;10.5;0.0;89.5;100.0;Stockholms län (114) | Skåne län (50) | Västra Götalands län (40);Stockholms län (41) | Skåne län (12) | Norrbottens län (12);Administration, ekonomi, juridik (78) | Data/IT (77) | Yrken med teknisk inriktning (63);Mjukvaru- och systemutvecklare m.fl. (35) | Ingenjörer och tekniker inom elektroteknik (16) | Företagssäljare (15) | Ingenjörer och tekniker inom maskinteknik (15) | Övriga kontorsassistenter och sekreterare (14)
2026-07-01;Studentconsulting;139;524;130;479;89;237;47;137;64.0;68.3;0.0;0.0;100.0;100.0;Skåne län (31) | Västra Götalands län (28) | Stockholms län (13);Skåne län (20) | Västra Götalands län (19) | Västerbottens län (9);Transport, distribution, lager (66) | Administration, ekonomi, juridik (23) | Försäljning, inköp, marknadsföring (18);Lager- och terminalpersonal (23) | Lastbilsförare m.fl. (21) | Truckförare (15) | Kundtjänstpersonal (8) | Löne- och personaladministratörer (5)
2026-07-01;Poolia;70;73;66;69;44;45;31;32;62.9;55.7;40.0;0.0;18.6;100.0;Östergötlands län (13) | Skåne län (10) | Stockholms län (10);Stockholms län (7) | Skåne län (6) | Östergötlands län (6);Administration, ekonomi, juridik (22) | Försäljning, inköp, marknadsföring (15) | Chefer och verksamhetsledare (10);Inköpare och upphandlare (7) | Controller (5) | Systemförvaltare m.fl. (4) | Personal- och HR-specialister (3) | Ekonomiassistenter m.fl. (3)
2026-07-01;Uniflex;142;181;111;119;65;70;28;32;45.8;90.1;20.4;0.0;73.2;100.0;Jönköpings län (34) | Västra Götalands län (28) | Stockholms län (14);Västra Götalands län (13) | Jönköpings län (11) | Skåne län (8);Industriell tillverkning (56) | Transport, distribution, lager (38) | Installation, drift, underhåll (14);Lager- och terminalpersonal (24) | Truckförare (11) | Maskinställare och maskinoperatörer, metallarbete (9) | Svetsare och gasskärare (8) | Motorfordonsmekaniker och fordonsreparatörer (7)
2026-07-01;OnePartnerGroup;141;221;130;207;85;141;48;86;60.3;92.2;87.2;0.0;12.1;100.0;Jönköpings län (28) | Västra Götalands län (21) | Kronobergs län (16);Västra Götalands län (13) | Jönköpings län (11) | Norrbottens län (10);Industriell tillverkning (37) | Försäljning, inköp, marknadsföring (26) | Transport, distribution, lager (19);Företagssäljare (21) | Lager- och terminalpersonal (7) | Montörer, elektrisk och elektronisk utrustning (6) | Truckförare (6) | Underhållsmekaniker och maskinreparatörer (6)
2026-07-01;Skill;51;58;48;52;37;41;19;19;72.5;92.2;52.9;0.0;39.2;100.0;Östergötlands län (27) | Västra Götalands län (14) | Jönköpings län (4);Östergötlands län (22) | Västra Götalands län (9) | Jönköpings län (4);Yrken med teknisk inriktning (18) | Industriell tillverkning (14) | Administration, ekonomi, juridik (5);Ingenjörer och tekniker inom maskinteknik (8) | Civilingenjörsyrken inom maskinteknik (5) | Svetsare och gasskärare (3) | Montörer, metall-, gummi- och plastprodukter (3) | Maskinställare och maskinoperatörer, metallarbete (3)
2026-07-01;Arena Personal;73;73;46;46;28;28;24;24;38.4;68.5;13.7;0.0;54.8;100.0;Södermanlands län (23) | Stockholms län (20) | Östergötlands län (5);Södermanlands län (12) | Stockholms län (3) | Västernorrlands län (2);Transport, distribution, lager (53) | Administration, ekonomi, juridik (5) | Chefer och verksamhetsledare (4);Lastbilsförare m.fl. (35) | Lager- och terminalpersonal (10) | Truckförare (6) | Fastighetsskötare (3) | Försäljnings- och marknadschefer (2)
2026-07-01;Tranpenad;31;39;10;10;5;5;1;1;16.1;83.9;45.2;0.0;41.9;100.0;Västra Götalands län (19) | Stockholms län (5) | Jönköpings län (2);Västra Götalands län (5);Transport, distribution, lager (22) | Yrken med teknisk inriktning (3) | Chefer och verksamhetsledare (2);Lager- och terminalpersonal (16) | Truckförare (5) | Maskinställare och maskinoperatörer, metallarbete (2) | Ingenjörer och tekniker inom maskinteknik (2) | Övriga administrations- och servicechefer (1)
2026-07-01;Jobandtalent;90;105;58;58;29;29;15;15;32.2;73.3;21.1;0.0;56.7;100.0;Östergötlands län (37) | Stockholms län (21) | Skåne län (8);Stockholms län (8) | Västra Götalands län (6) | Östergötlands län (4);Transport, distribution, lager (43) | Installation, drift, underhåll (10) | Industriell tillverkning (9);Lastbilsförare m.fl. (28) | Lager- och terminalpersonal (9) | Truckförare (5) | Butikssäljare, dagligvaror (3) | Ingenjörer och tekniker inom industri, logistik och produktionsplanering (3)
2026-07-01;NearYou;60;84;51;69;37;49;20;28;61.7;93.3;55.0;0.0;40.0;100.0;Västra Götalands län (42) | Hallands län (5) | Kalmar län (5);Västra Götalands län (26) | Hallands län (5) | Jönköpings län (2);Industriell tillverkning (24) | Transport, distribution, lager (6) | Yrken med teknisk inriktning (6);Maskinställare och maskinoperatörer, metallarbete (9) | Montörer, elektrisk och elektronisk utrustning (6) | Truckförare (3) | Mjukvaru- och systemutvecklare m.fl. (3) | Motorfordonsmekaniker och fordonsreparatörer (2)
2026-07-01;SJR;23;23;23;23;16;16;7;7;69.6;30.4;21.7;0.0;8.7;100.0;Stockholms län (13) | Västra Götalands län (3) | Skåne län (3);Stockholms län (9) | Västra Götalands län (3) | Skåne län (3);Administration, ekonomi, juridik (18) | Data/IT (2) | Försäljning, inköp, marknadsföring (2);Redovisningsekonomer (8) | Ekonomiassistenter m.fl. (3) | Löne- och personaladministratörer (2) | Personal- och HR-specialister (1) | Socialförsäkringshandläggare (1)
2026-07-01;Clockwork;60;100;58;96;45;81;26;54;75.0;73.3;46.7;0.0;40.0;100.0;Stockholms län (10) | Västerbottens län (10) | Dalarnas län (8);Västerbottens län (9) | Stockholms län (8) | Uppsala län (6);Pedagogik (11) | Administration, ekonomi, juridik (10) | Industriell tillverkning (9);Grundskollärare (4) | Lärare i yrkesämnen (4) | Grovarbetare inom bygg och anläggning (3) | Montörer, metall-, gummi- och plastprodukter (3) | Kundtjänstpersonal (3)
2026-07-01;Logent;26;37;16;16;8;8;3;3;30.8;76.9;26.9;0.0;50.0;100.0;Skåne län (11) | Västra Götalands län (5) | Stockholms län (4);Skåne län (5) | Stockholms län (2) | Hallands län (1);Transport, distribution, lager (14) | Försäljning, inköp, marknadsföring (4) | Industriell tillverkning (4);Lager- och terminalpersonal (10) | Övriga bil-, motorcykel- och cykelförare (2) | Ordersamordnare m.fl. (2) | Speditörer och transportmäklare (2) | Truckförare (2)
2026-07-01;Bemannia;35;35;30;30;20;20;13;13;57.1;28.6;5.7;0.0;22.9;100.0;Stockholms län (13) | Dalarnas län (7) | Västra Götalands län (5);Stockholms län (7) | Gävleborgs län (3) | Västra Götalands län (3);Pedagogik (9) | Administration, ekonomi, juridik (8) | Chefer och verksamhetsledare (5);Barnskötare (3) | Grundskollärare (3) | Förvaltnings- och planeringschefer (2) | Telefonister (2) | Övriga montörer (2)
