Datum;Roll;Grupp;Region;Antal annonser;Nya 7 dagar;Nya 14 dagar
2026-07-26;Systemutvecklare;Framåtblickande signal;Värmlands län;7;1;2
2026-07-26;Systemutvecklare;Framåtblickande signal;Västerbottens län;10;0;1
2026-07-26;Systemutvecklare;Framåtblickande signal;Västernorrlands län;22;0;4
2026-07-26;Systemutvecklare;Framåtblickande signal;Västmanlands län;35;3;3
2026-07-26;Systemutvecklare;Framåtblickande signal;Västra Götalands län;243;7;22
2026-07-26;Systemutvecklare;Framåtblickande signal;Örebro län;26;2;2
2026-07-26;Systemutvecklare;Framåtblickande signal;Östergötlands län;135;14;15
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Blekinge län;29;0;2
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Dalarnas län;35;0;4
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Gotlands län;2;1;1
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Gävleborgs län;14;1;3
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Hallands län;19;0;3
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Jämtlands län;8;4;5
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Jönköpings län;54;0;1
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Kalmar län;27;3;10
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Kronobergs län;22;3;6
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Norrbottens län;32;2;8
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Skåne län;106;11;29
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Stockholms län;155;13;32
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Södermanlands län;24;1;2
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Uppsala län;21;0;1
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Värmlands län;20;4;5
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Västerbottens län;45;2;4
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Västernorrlands län;40;0;1
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Västmanlands län;57;5;7
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Västra Götalands län;200;18;24
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Örebro län;50;2;6
2026-07-26;Mekanikkonstruktör;Struktur / transformation;Östergötlands län;129;12;25
2026-07-26;Elingenjör;Struktur / transformation;Blekinge län;10;0;2
2026-07-26;Elingenjör;Struktur / transformation;Dalarnas län;60;2;5
2026-07-26;Elingenjör;Struktur / transformation;Gotlands län;3;0;0
2026-07-26;Elingenjör;Struktur / transformation;Gävleborgs län;14;1;2
2026-07-26;Elingenjör;Struktur / transformation;Hallands län;15;0;0
2026-07-26;Elingenjör;Struktur / transformation;Jämtlands län;10;2;3
2026-07-26;Elingenjör;Struktur / transformation;Jönköpings län;18;0;2
2026-07-26;Elingenjör;Struktur / transformation;Kalmar län;20;0;0
2026-07-26;Elingenjör;Struktur / transformation;Kronobergs län;15;0;2
2026-07-26;Elingenjör;Struktur / transformation;Norrbottens län;39;1;1
2026-07-26;Elingenjör;Struktur / transformation;Skåne län;62;7;20
2026-07-26;Elingenjör;Struktur / transformation;Stockholms län;216;19;37
2026-07-26;Elingenjör;Struktur / transformation;Södermanlands län;20;1;3
2026-07-26;Elingenjör;Struktur / transformation;Uppsala län;27;2;4
2026-07-26;Elingenjör;Struktur / transformation;Värmlands län;23;1;2
2026-07-26;Elingenjör;Struktur / transformation;Västerbottens län;26;0;2
2026-07-26;Elingenjör;Struktur / transformation;Västernorrlands län;36;5;5
2026-07-26;Elingenjör;Struktur / transformation;Västmanlands län;78;4;10
2026-07-26;Elingenjör;Struktur / transformation;Västra Götalands län;136;5;14
2026-07-26;Elingenjör;Struktur / transformation;Örebro län;29;3;3
2026-07-26;Elingenjör;Struktur / transformation;Östergötlands län;67;5;11
2026-07-26;Sjuksköterska;Strukturell brist;Blekinge län;18;1;3
2026-07-26;Sjuksköterska;Strukturell brist;Dalarnas län;53;9;20
2026-07-26;Sjuksköterska;Strukturell brist;Gotlands län;21;2;7
2026-07-26;Sjuksköterska;Strukturell brist;Gävleborgs län;54;7;18
2026-07-26;Sjuksköterska;Strukturell brist;Hallands län;34;9;11
2026-07-26;Sjuksköterska;Strukturell brist;Jämtlands län;27;4;14
2026-07-26;Sjuksköterska;Strukturell brist;Jönköpings län;61;16;30
2026-07-26;Sjuksköterska;Strukturell brist;Kalmar län;31;7;11
2026-07-26;Sjuksköterska;Strukturell brist;Kronobergs län;38;7;18
2026-07-26;Sjuksköterska;Strukturell brist;Norrbottens län;79;12;20
2026-07-26;Sjuksköterska;Strukturell brist;Skåne län;162;30;68
2026-07-26;Sjuksköterska;Strukturell brist;Stockholms län;185;41;75
2026-07-26;Sjuksköterska;Strukturell brist;Södermanlands län;50;11;22
2026-07-26;Sjuksköterska;Strukturell brist;Uppsala län;100;10;23
2026-07-26;Sjuksköterska;Strukturell brist;Värmlands län;22;5;9
2026-07-26;Sjuksköterska;Strukturell brist;Västerbottens län;62;14;25
2026-07-26;Sjuksköterska;Strukturell brist;Västernorrlands län;60;9;21
2026-07-26;Sjuksköterska;Strukturell brist;Västmanlands län;22;6;9
2026-07-26;Sjuksköterska;Strukturell brist;Västra Götalands län;156;38;68
2026-07-26;Sjuksköterska;Strukturell brist;Örebro län;36;5;18
2026-07-26;Sjuksköterska;Strukturell brist;Östergötlands län;93;15;34
2026-07-26;Undersköterska;Strukturell brist;Blekinge län;5;0;1
2026-07-26;Undersköterska;Strukturell brist;Dalarnas län;27;3;6
2026-07-26;Undersköterska;Strukturell brist;Gotlands län;5;2;2
2026-07-26;Undersköterska;Strukturell brist;Gävleborgs län;11;2;3
2026-07-26;Undersköterska;Strukturell brist;Hallands län;29;11;12
2026-07-26;Undersköterska;Strukturell brist;Jämtlands län;27;4;7
2026-07-26;Undersköterska;Strukturell brist;Jönköpings län;25;1;5
2026-07-26;Undersköterska;Strukturell brist;Kalmar län;18;3;4
2026-07-26;Undersköterska;Strukturell brist;Kronobergs län;16;4;6
2026-07-26;Undersköterska;Strukturell brist;Norrbottens län;34;5;11
2026-07-26;Undersköterska;Strukturell brist;Skåne län;68;22;37
2026-07-26;Undersköterska;Strukturell brist;Stockholms län;207;33;62
2026-07-26;Undersköterska;Strukturell brist;Södermanlands län;16;3;9
2026-07-26;Undersköterska;Strukturell brist;Uppsala län;22;5;9
2026-07-26;Undersköterska;Strukturell brist;Värmlands län;25;3;4
2026-07-26;Undersköterska;Strukturell brist;Västerbottens län;29;3;5
2026-07-26;Undersköterska;Strukturell brist;Västernorrlands län;21;0;5
2026-07-26;Undersköterska;Strukturell brist;Västmanlands län;12;3;4
2026-07-26;Undersköterska;Strukturell brist;Västra Götalands län;102;24;45
2026-07-26;Undersköterska;Strukturell brist;Örebro län;13;3;4
2026-07-26;Undersköterska;Strukturell brist;Östergötlands län;36;10;12
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Dalarnas län;5;0;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Gotlands län;2;1;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Gävleborgs län;5;0;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Hallands län;6;2;3
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Jämtlands län;1;0;0
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Jönköpings län;12;3;3
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Kalmar län;3;0;0
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Kronobergs län;7;1;3
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Norrbottens län;2;0;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Skåne län;56;12;21
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Stockholms län;99;13;25
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Södermanlands län;4;2;2
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Uppsala län;3;1;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Värmlands län;3;1;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Västerbottens län;7;2;5
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Västernorrlands län;5;0;0
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Västmanlands län;1;0;1
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Västra Götalands län;42;5;14
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Örebro län;1;0;0
2026-07-27;Kundtjänstmedarbetare;Volym / cykel;Östergötlands län;21;2;6
2026-07-27;Ekonomiassistent;Volym / cykel;Blekinge län;1;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Dalarnas län;1;0;1
2026-07-27;Ekonomiassistent;Volym / cykel;Gävleborgs län;3;1;2
2026-07-27;Ekonomiassistent;Volym / cykel;Hallands län;1;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Jämtlands län;1;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Jönköpings län;4;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Kronobergs län;1;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Norrbottens län;3;0;1
2026-07-27;Ekonomiassistent;Volym / cykel;Skåne län;11;4;5
2026-07-27;Ekonomiassistent;Volym / cykel;Stockholms län;19;1;7
2026-07-27;Ekonomiassistent;Volym / cykel;Södermanlands län;2;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Uppsala län;4;0;1
2026-07-27;Ekonomiassistent;Volym / cykel;Värmlands län;2;1;1
2026-07-27;Ekonomiassistent;Volym / cykel;Västerbottens län;7;1;2
2026-07-27;Ekonomiassistent;Volym / cykel;Västernorrlands län;5;0;0
2026-07-27;Ekonomiassistent;Volym / cykel;Västmanlands län;8;4;4
2026-07-27;Ekonomiassistent;Volym / cykel;Västra Götalands län;14;2;4
2026-07-27;Ekonomiassistent;Volym / cykel;Östergötlands län;7;1;1
2026-07-27;Lagerarbetare;Volym / cykel;Blekinge län;2;0;1
2026-07-27;Lagerarbetare;Volym / cykel;Dalarnas län;4;1;2
2026-07-27;Lagerarbetare;Volym / cykel;Gävleborgs län;5;1;2
2026-07-27;Lagerarbetare;Volym / cykel;Hallands län;17;5;6
2026-07-27;Lagerarbetare;Volym / cykel;Jämtlands län;1;0;0
2026-07-27;Lagerarbetare;Volym / cykel;Jönköpings län;47;12;17
2026-07-27;Lagerarbetare;Volym / cykel;Kalmar län;6;1;2
2026-07-27;Lagerarbetare;Volym / cykel;Kronobergs län;13;3;6
2026-07-27;Lagerarbetare;Volym / cykel;Norrbottens län;12;1;4
2026-07-27;Lagerarbetare;Volym / cykel;Skåne län;81;15;31
2026-07-27;Lagerarbetare;Volym / cykel;Stockholms län;124;26;39
2026-07-27;Lagerarbetare;Volym / cykel;Södermanlands län;22;0;3
2026-07-27;Lagerarbetare;Volym / cykel;Uppsala län;14;1;2
2026-07-27;Lagerarbetare;Volym / cykel;Värmlands län;3;0;0
2026-07-27;Lagerarbetare;Volym / cykel;Västerbottens län;6;1;2
2026-07-27;Lagerarbetare;Volym / cykel;Västernorrlands län;3;0;0
2026-07-27;Lagerarbetare;Volym / cykel;Västmanlands län;8;3;3
2026-07-27;Lagerarbetare;Volym / cykel;Västra Götalands län;108;19;34
2026-07-27;Lagerarbetare;Volym / cykel;Örebro län;13;1;1
2026-07-27;Lagerarbetare;Volym / cykel;Östergötlands län;41;3;9
2026-07-27;Business Controller;Framåtblickande signal;Blekinge län;5;0;0
2026-07-27;Business Controller;Framåtblickande signal;Dalarnas län;5;2;3
2026-07-27;Business Controller;Framåtblickande signal;Hallands län;4;1;2
2026-07-27;Business Controller;Framåtblickande signal;Jönköpings län;7;1;2
2026-07-27;Business Controller;Framåtblickande signal;Kronobergs län;4;0;0
2026-07-27;Business Controller;Framåtblickande signal;Norrbottens län;5;1;1
2026-07-27;Business Controller;Framåtblickande signal;Skåne län;25;2;10
2026-07-27;Business Controller;Framåtblickande signal;Stockholms län;56;10;18
2026-07-27;Business Controller;Framåtblickande signal;Södermanlands län;4;0;0
2026-07-27;Business Controller;Framåtblickande signal;Uppsala län;1;0;0
2026-07-27;Business Controller;Framåtblickande signal;Värmlands län;8;0;1
2026-07-27;Business Controller;Framåtblickande signal;Västerbottens län;6;2;2
2026-07-27;Business Controller;Framåtblickande signal;Västernorrlands län;3;1;1
2026-07-27;Business Controller;Framåtblickande signal;Västmanlands län;10;1;2
2026-07-27;Business Controller;Framåtblickande signal;Västra Götalands län;33;5;6
2026-07-27;Business Controller;Framåtblickande signal;Örebro län;2;1;2
2026-07-27;Business Controller;Framåtblickande signal;Östergötlands län;10;1;3
2026-07-27;Systemutvecklare;Framåtblickande signal;Blekinge län;12;1;1
2026-07-27;Systemutvecklare;Framåtblickande signal;Dalarnas län;7;4;4
2026-07-27;Systemutvecklare;Framåtblickande signal;Gotlands län;1;0;0
2026-07-27;Systemutvecklare;Framåtblickande signal;Gävleborgs län;11;1;1
2026-07-27;Systemutvecklare;Framåtblickande signal;Hallands län;7;1;3
2026-07-27;Systemutvecklare;Framåtblickande signal;Jämtlands län;7;0;0
2026-07-27;Systemutvecklare;Framåtblickande signal;Jönköpings län;43;3;4
2026-07-27;Systemutvecklare;Framåtblickande signal;Kalmar län;7;1;1
2026-07-27;Systemutvecklare;Framåtblickande signal;Kronobergs län;18;0;2
2026-07-27;Systemutvecklare;Framåtblickande signal;Norrbottens län;21;1;1
2026-07-27;Systemutvecklare;Framåtblickande signal;Skåne län;121;5;17
2026-07-27;Systemutvecklare;Framåtblickande signal;Stockholms län;468;48;100
2026-07-27;Systemutvecklare;Framåtblickande signal;Södermanlands län;3;0;0
2026-07-27;Systemutvecklare;Framåtblickande signal;Uppsala län;22;2;4
2026-07-27;Systemutvecklare;Framåtblickande signal;Värmlands län;7;1;2
2026-07-27;Systemutvecklare;Framåtblickande signal;Västerbottens län;10;0;1
2026-07-27;Systemutvecklare;Framåtblickande signal;Västernorrlands län;23;1;5
2026-07-27;Systemutvecklare;Framåtblickande signal;Västmanlands län;36;3;4
2026-07-27;Systemutvecklare;Framåtblickande signal;Västra Götalands län;242;7;21
2026-07-27;Systemutvecklare;Framåtblickande signal;Örebro län;26;2;2
2026-07-27;Systemutvecklare;Framåtblickande signal;Östergötlands län;135;12;15
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Blekinge län;29;1;3
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Dalarnas län;35;0;4
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Gotlands län;2;1;1
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Gävleborgs län;14;1;2
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Hallands län;19;0;0
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Jämtlands län;8;4;5
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Jönköpings län;53;0;1
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Kalmar län;27;3;8
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Kronobergs län;22;3;6
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Norrbottens län;31;2;8
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Skåne län;106;10;28
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Stockholms län;152;13;31
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Södermanlands län;24;1;2
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Uppsala län;21;1;2
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Värmlands län;20;4;5
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Västerbottens län;45;2;3
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Västernorrlands län;40;1;2
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Västmanlands län;54;5;5
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Västra Götalands län;197;17;25
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Örebro län;51;3;7
2026-07-27;Mekanikkonstruktör;Struktur / transformation;Östergötlands län;129;13;26
2026-07-27;Elingenjör;Struktur / transformation;Blekinge län;10;0;2
2026-07-27;Elingenjör;Struktur / transformation;Dalarnas län;60;2;5
2026-07-27;Elingenjör;Struktur / transformation;Gotlands län;3;0;0
2026-07-27;Elingenjör;Struktur / transformation;Gävleborgs län;14;0;1
2026-07-27;Elingenjör;Struktur / transformation;Hallands län;15;0;0
2026-07-27;Elingenjör;Struktur / transformation;Jämtlands län;10;1;3
2026-07-27;Elingenjör;Struktur / transformation;Jönköpings län;18;0;1
2026-07-27;Elingenjör;Struktur / transformation;Kalmar län;20;0;0
2026-07-27;Elingenjör;Struktur / transformation;Kronobergs län;15;0;1
2026-07-27;Elingenjör;Struktur / transformation;Norrbottens län;38;4;4
2026-07-27;Elingenjör;Struktur / transformation;Skåne län;61;6;20
2026-07-27;Elingenjör;Struktur / transformation;Stockholms län;216;17;33
2026-07-27;Elingenjör;Struktur / transformation;Södermanlands län;20;1;3
2026-07-27;Elingenjör;Struktur / transformation;Uppsala län;27;2;4
2026-07-27;Elingenjör;Struktur / transformation;Värmlands län;23;1;2
2026-07-27;Elingenjör;Struktur / transformation;Västerbottens län;26;0;2
2026-07-27;Elingenjör;Struktur / transformation;Västernorrlands län;36;5;5
2026-07-27;Elingenjör;Struktur / transformation;Västmanlands län;77;7;12
2026-07-27;Elingenjör;Struktur / transformation;Västra Götalands län;135;5;14
2026-07-27;Elingenjör;Struktur / transformation;Örebro län;29;3;3
2026-07-27;Elingenjör;Struktur / transformation;Östergötlands län;67;4;11
2026-07-27;Sjuksköterska;Strukturell brist;Blekinge län;17;1;3
2026-07-27;Sjuksköterska;Strukturell brist;Dalarnas län;45;7;18
2026-07-27;Sjuksköterska;Strukturell brist;Gotlands län;19;1;5
2026-07-27;Sjuksköterska;Strukturell brist;Gävleborgs län;49;7;18
2026-07-27;Sjuksköterska;Strukturell brist;Hallands län;26;7;8
2026-07-27;Sjuksköterska;Strukturell brist;Jämtlands län;25;3;11
2026-07-27;Sjuksköterska;Strukturell brist;Jönköpings län;56;4;30
2026-07-27;Sjuksköterska;Strukturell brist;Kalmar län;32;9;13
2026-07-27;Sjuksköterska;Strukturell brist;Kronobergs län;36;5;16
2026-07-27;Sjuksköterska;Strukturell brist;Norrbottens län;75;12;20
2026-07-27;Sjuksköterska;Strukturell brist;Skåne län;156;29;71
2026-07-27;Sjuksköterska;Strukturell brist;Stockholms län;186;43;78
2026-07-27;Sjuksköterska;Strukturell brist;Södermanlands län;49;10;18
2026-07-27;Sjuksköterska;Strukturell brist;Uppsala län;93;8;23
2026-07-27;Sjuksköterska;Strukturell brist;Värmlands län;16;2;7
2026-07-27;Sjuksköterska;Strukturell brist;Västerbottens län;63;12;26
2026-07-27;Sjuksköterska;Strukturell brist;Västernorrlands län;58;8;20
2026-07-27;Sjuksköterska;Strukturell brist;Västmanlands län;20;5;9
2026-07-27;Sjuksköterska;Strukturell brist;Västra Götalands län;145;29;61
2026-07-27;Sjuksköterska;Strukturell brist;Örebro län;33;5;17
2026-07-27;Sjuksköterska;Strukturell brist;Östergötlands län;84;12;31
2026-07-27;Undersköterska;Strukturell brist;Blekinge län;5;0;1
2026-07-27;Undersköterska;Strukturell brist;Dalarnas län;23;3;5
2026-07-27;Undersköterska;Strukturell brist;Gotlands län;6;3;3
2026-07-27;Undersköterska;Strukturell brist;Gävleborgs län;11;1;3
2026-07-27;Undersköterska;Strukturell brist;Hallands län;29;11;12
2026-07-27;Undersköterska;Strukturell brist;Jämtlands län;27;4;7
2026-07-27;Undersköterska;Strukturell brist;Jönköpings län;23;0;3
2026-07-27;Undersköterska;Strukturell brist;Kalmar län;19;4;5
2026-07-27;Undersköterska;Strukturell brist;Kronobergs län;15;4;6
2026-07-27;Undersköterska;Strukturell brist;Norrbottens län;34;5;11
2026-07-27;Undersköterska;Strukturell brist;Skåne län;64;21;36
2026-07-27;Undersköterska;Strukturell brist;Stockholms län;201;33;63
2026-07-27;Undersköterska;Strukturell brist;Södermanlands län;17;5;10
2026-07-27;Undersköterska;Strukturell brist;Uppsala län;22;4;9
2026-07-27;Undersköterska;Strukturell brist;Värmlands län;25;1;4
2026-07-27;Undersköterska;Strukturell brist;Västerbottens län;30;3;6
2026-07-27;Undersköterska;Strukturell brist;Västernorrlands län;19;0;5
2026-07-27;Undersköterska;Strukturell brist;Västmanlands län;14;5;6
2026-07-27;Undersköterska;Strukturell brist;Västra Götalands län;102;24;45
2026-07-27;Undersköterska;Strukturell brist;Örebro län;11;2;4
2026-07-27;Undersköterska;Strukturell brist;Östergötlands län;34;8;10
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Dalarnas län;4;0;1
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Gotlands län;3;2;2
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Gävleborgs län;5;0;0
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Hallands län;6;2;3
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Jämtlands län;1;0;0
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Jönköpings län;12;3;3
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Kalmar län;3;0;0
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Kronobergs län;7;1;2
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Norrbottens län;2;0;1
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Skåne län;55;7;19
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Stockholms län;103;17;28
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Södermanlands län;4;2;2
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Uppsala län;3;1;1
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Värmlands län;3;1;1
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Västerbottens län;7;2;4
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Västernorrlands län;5;0;0
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Västmanlands län;1;0;1
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Västra Götalands län;44;7;15
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Örebro län;2;1;1
2026-07-28;Kundtjänstmedarbetare;Volym / cykel;Östergötlands län;21;2;6
2026-07-28;Ekonomiassistent;Volym / cykel;Blekinge län;1;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Dalarnas län;1;0;1
2026-07-28;Ekonomiassistent;Volym / cykel;Gävleborgs län;3;0;2
2026-07-28;Ekonomiassistent;Volym / cykel;Hallands län;1;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Jämtlands län;1;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Jönköpings län;4;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Kronobergs län;1;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Norrbottens län;4;1;2
2026-07-28;Ekonomiassistent;Volym / cykel;Skåne län;11;2;5
2026-07-28;Ekonomiassistent;Volym / cykel;Stockholms län;22;4;9
2026-07-28;Ekonomiassistent;Volym / cykel;Södermanlands län;2;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Uppsala län;5;1;1
2026-07-28;Ekonomiassistent;Volym / cykel;Värmlands län;2;1;1
2026-07-28;Ekonomiassistent;Volym / cykel;Västerbottens län;8;2;3
2026-07-28;Ekonomiassistent;Volym / cykel;Västernorrlands län;5;0;0
2026-07-28;Ekonomiassistent;Volym / cykel;Västmanlands län;5;1;1
2026-07-28;Ekonomiassistent;Volym / cykel;Västra Götalands län;13;1;4
2026-07-28;Ekonomiassistent;Volym / cykel;Östergötlands län;7;0;1
2026-07-28;Lagerarbetare;Volym / cykel;Blekinge län;2;0;1
2026-07-28;Lagerarbetare;Volym / cykel;Dalarnas län;4;1;2
2026-07-28;Lagerarbetare;Volym / cykel;Gävleborgs län;5;1;2
2026-07-28;Lagerarbetare;Volym / cykel;Hallands län;18;7;7
2026-07-28;Lagerarbetare;Volym / cykel;Jämtlands län;1;0;0
2026-07-28;Lagerarbetare;Volym / cykel;Jönköpings län;46;11;16
2026-07-28;Lagerarbetare;Volym / cykel;Kalmar län;6;0;2
2026-07-28;Lagerarbetare;Volym / cykel;Kronobergs län;12;1;4
2026-07-28;Lagerarbetare;Volym / cykel;Norrbottens län;13;2;4
2026-07-28;Lagerarbetare;Volym / cykel;Skåne län;86;18;36
2026-07-28;Lagerarbetare;Volym / cykel;Stockholms län;129;32;42
2026-07-28;Lagerarbetare;Volym / cykel;Södermanlands län;24;3;4
2026-07-28;Lagerarbetare;Volym / cykel;Uppsala län;14;1;2
2026-07-28;Lagerarbetare;Volym / cykel;Värmlands län;3;0;0
2026-07-28;Lagerarbetare;Volym / cykel;Västerbottens län;6;1;1
2026-07-28;Lagerarbetare;Volym / cykel;Västernorrlands län;2;0;0
2026-07-28;Lagerarbetare;Volym / cykel;Västmanlands län;9;4;4
2026-07-28;Lagerarbetare;Volym / cykel;Västra Götalands län;109;21;37
2026-07-28;Lagerarbetare;Volym / cykel;Örebro län;13;2;2
2026-07-28;Lagerarbetare;Volym / cykel;Östergötlands län;41;2;6
2026-07-28;Business Controller;Framåtblickande signal;Blekinge län;5;0;0
2026-07-28;Business Controller;Framåtblickande signal;Dalarnas län;5;2;3
2026-07-28;Business Controller;Framåtblickande signal;Hallands län;4;1;2
2026-07-28;Business Controller;Framåtblickande signal;Jönköpings län;7;1;2
2026-07-28;Business Controller;Framåtblickande signal;Kronobergs län;4;0;0
2026-07-28;Business Controller;Framåtblickande signal;Norrbottens län;5;1;1
2026-07-28;Business Controller;Framåtblickande signal;Skåne län;25;1;9
2026-07-28;Business Controller;Framåtblickande signal;Stockholms län;62;14;23
2026-07-28;Business Controller;Framåtblickande signal;Södermanlands län;4;0;0
2026-07-28;Business Controller;Framåtblickande signal;Uppsala län;1;0;0
2026-07-28;Business Controller;Framåtblickande signal;Värmlands län;8;0;1
2026-07-28;Business Controller;Framåtblickande signal;Västerbottens län;6;0;2
2026-07-28;Business Controller;Framåtblickande signal;Västernorrlands län;3;1;1
2026-07-28;Business Controller;Framåtblickande signal;Västmanlands län;11;1;3
2026-07-28;Business Controller;Framåtblickande signal;Västra Götalands län;32;4;6
2026-07-28;Business Controller;Framåtblickande signal;Örebro län;2;0;1
2026-07-28;Business Controller;Framåtblickande signal;Östergötlands län;10;1;3
2026-07-28;Systemutvecklare;Framåtblickande signal;Blekinge län;12;1;1
2026-07-28;Systemutvecklare;Framåtblickande signal;Dalarnas län;7;3;4
2026-07-28;Systemutvecklare;Framåtblickande signal;Gotlands län;1;0;0
2026-07-28;Systemutvecklare;Framåtblickande signal;Gävleborgs län;11;1;1
2026-07-28;Systemutvecklare;Framåtblickande signal;Hallands län;7;1;2
2026-07-28;Systemutvecklare;Framåtblickande signal;Jämtlands län;7;0;0
2026-07-28;Systemutvecklare;Framåtblickande signal;Jönköpings län;42;3;5
2026-07-28;Systemutvecklare;Framåtblickande signal;Kalmar län;7;1;1
2026-07-28;Systemutvecklare;Framåtblickande signal;Kronobergs län;18;0;2
2026-07-28;Systemutvecklare;Framåtblickande signal;Norrbottens län;21;1;1
2026-07-28;Systemutvecklare;Framåtblickande signal;Skåne län;123;6;15
2026-07-28;Systemutvecklare;Framåtblickande signal;Stockholms län;474;47;97
2026-07-28;Systemutvecklare;Framåtblickande signal;Södermanlands län;3;0;0
2026-07-28;Systemutvecklare;Framåtblickande signal;Uppsala län;22;2;3
2026-07-28;Systemutvecklare;Framåtblickande signal;Värmlands län;7;1;2
2026-07-28;Systemutvecklare;Framåtblickande signal;Västerbottens län;10;0;1
